	question	class
1587	zastoupení v výmazem užitného vzoru	133
1588	pomoc s výmazem užitného vzoru	133
1589	účinky výmazu užitného vzoru	134
1590	důsledky výmazu užitného vzoru	134
1591	následky výmazu užitného vzoru	134
1592	Je možné požádat o výmaz užitného vzoru z rejstříku?	134
1593	Je možné požádat o částečný výmaz užitného vzoru z rejstříku?	134
1594	Je možné požádat o úplný výmaz užitného vzoru z rejstříku?	134
1595	částečný výmaz užitného vzoru	134
1596	úplný výmaz užitného vzoru	134
1597	rozsah výmazu užitného vzoru	134
1598	Kolik stojí podání návrhu na výmaz užitného vzoru z rejstříku?	135
1599	Jaký je poplatek za podání návrhu na výmaz užitného vzoru z rejstříku?	135
1600	Kolik se platí za podání návrhu na výmaz užitného vzoru z rejstříku?	135
1601	Co znamená označení původu?	136
1602	Co je to označení původu?	136
1603	Co je označení původu?	136
1604	Které produkty mohou získat označení původu?	136
1605	podmínky pro udělení označení původu	136
1606	Jaké produkty mohou získat zeměpisné označení?	136
1607	Jaký je rozdíl mezi označením původu a zeměpisným označením?	136
1608	Co je to zeměpisné označení?	136
1609	Co je zeměpisné označení?	136
1610	Co znamená zeměpisné označení?	136
1611	informace o označení původu a zeměpisných označeních	136
1612	produkty, které jsou spojeny s lokalitou	136
1613	lokální produkty	136
1614	proces získání označení původu proces získání zeměpisného označení	136
1615	Co se myslí pod označením původu a zeměpisným označením?	136
1616	Jaké jsou možnosti podání do Úřadu?	137
1617	Jaké jsou obecně možnosti podání do Úřadu?	137
1618	Jak doručit dokumenty na Úřad průmyslového vlastnictví?	137
1619	Kde si mohu stáhnout elektronické formuláře pro podání na Úřad?	137
1620	Kde najdu elektronické formuláře pro podání na Úřad?	137
1621	Kde mohu najít elektronické formuláře pro podání na Úřad?	137
1622	Kde můžu najít elektronické formuláře pro podání na Úřad?	137
1623	Kde jsou elektronické formuláře pro podání na Úřad?	137
1624	kde najdu formuláře	137
1625	Jaký poplatek mohu ušetřit při přihlášení Identitou občana u elektronického podání?	138
1626	elektronické podání bez zaručeného elektronického podpisu	138
1627	sleva při podání elektronicky	138
1628	sleva při elektronickém podání	138
1629	sleva 20 %	138
1630	zastoupení při přihlašování do zahraničí	139
1631	pomoc při přihlašování do zahraničí	139
1632	zastupování při přihlašování do zahraničí	139
1633	Existuje nějaká stránka, která by mi pomohla s přihlašováním do zahraničí?	139
1634	Jaké stránky by mi mohly pomoci s přihlašováním do zahraničí?	139
1635	Jaké jsou moje možnosti, pokud potřebuji odbornou pomoc při přihlašování do zahraničí?	139
1636	Kdo mi pomůže s přihlášením do zahraničí?	139
1637	Kde mohu nalézt více informací o zastupování při přihlašování do zahraničí?	139
1638	Kolik let platí patent?	140
1639	Jak dlouho platí patent?	140
1640	Kolik let platí udělený patent?	140
1641	Jak dlouho platí udělený patent?	140
1642	účinky udělení patentu	140
1643	účinky zápisu patentu	140
1644	Co znamená priorita u vynálezu ?	140
1645	Co znamená právo přednosti u vynálezu ?	140
1646	Co znamená priorita u patentu?	140
1647	Co znamená právo přednosti u patentu?	140
1648	zveřejnění přihlášky vynálezu	140
1649	udržovací poplatky za patent	141
1650	Je nějaká žádost o prodloužení patentu?	141
1651	Existuje žádost o prodloužení patentu?	141
1652	Kde najdu žádost o prodloužení patentu?	141
1653	Je nějaká žádost o udržení patentu?	141
1654	Existuje žádost o udržení patentu?	141
1655	Kde najdu žádost o udržení patentu?	141
1656	Je nějaká žádost o udržování patentu?	141
1657	Existuje žádost o udržování patentu?	141
1658	Kde najdu žádost o udržování patentu?	141
1659	variabilní symbol pro platbu udržovacích poplatků za patent	141
1660	Jak mohu podat přihlášku patentu ?	142
1661	Kam mohu podat přihlášku patentu ?	142
1662	Jak  podat přihlášku patentu ?	142
1663	Kam podat přihlášku patentu ?	142
1664	Jak  mám podat přihlášku patentu ?	142
1665	Kam mám podat přihlášku patentu ?	142
1666	Jak  můžu podat přihlášku patentu ?	142
1667	Kam můžu podat přihlášku patentu ?	142
1668	Jak mohu podat přihlášku vynálezu?	142
1669	Kam mohu podat přihlášku vynálezu?	142
1670	Jak  podat přihlášku vynálezu?	142
1671	Kam podat přihlášku vynálezu?	142
1672	Jak  mám podat přihlášku vynálezu?	142
1673	Kam mám podat přihlášku vynálezu?	142
1674	Jak  můžu podat přihlášku vynálezu?	142
1675	Kam můžu podat přihlášku vynálezu?	142
1676	formulář podání patentu	142
1677	formulář přihlášky patentu	142
1678	formulář podání  vynálezu	142
1679	formulář přihlášky vynálezu	142
1680	jak zaregistruji patent	142
1681	jak přihlásím patent	142
1682	sleva na správní poplatek při elektronickém podání přihlášky patentu	143
1683	sleva na správní poplatek při elektronickém podání přihlášky vynálezu	143
1684	pomoc pro přihlášku patentu	144
1685	odborné zastoupení pro přihlášku patentu	144
1686	pomoc pro podání přihlášky patentu	144
1687	odborné zastoupení pro podání přihlášky patentu	144
1688	pomoc pro přihlášku  vynálezu	144
1689	odborné zastoupení pro přihlášku  vynálezu	144
1690	pomoc pro podání přihlášky vynálezu	144
1691	odborné zastoupení pro podání přihlášky vynálezu	144
1692	Existují advokátní kanceláře, které se zabývají patenty ?	144
1693	Existují advokátní kanceláře, které se zabývají vynálezy?	144
1694	právní zastoupení pro žadatele o patentu	144
1695	právní zastoupení pro přihlášku patentu	144
1696	právní zastoupení pro podání přihlášky patentu	144
1697	právní zastoupení pro žadatele o  vynálezu	144
1698	právní zastoupení pro přihlášku  vynálezu	144
1699	právní zastoupení pro podání přihlášky vynálezu	144
1700	Kdo mě může zastupovat při podávání přihlášky patentu ?	144
1701	Kdo mi může pomoci při podávání přihlášky patentu ?	144
1702	Kdo mě může zastupovat při podávání přihlášky vynálezu?	144
1703	Kdo mi může pomoci při podávání přihlášky vynálezu?	144
1704	informace o zastupování při podávání přihlášky patentu	144
1705	informace o zastupování při podávání přihlášky vynálezu	144
1706	Jaké následky může mít nesprávně formulované patentové nároky?	144
1707	následky nesprávně formulovaných patentových nároků?	144
1708	Proč je vhodné nechat se zastoupit?	144
1709	přihláška patentu	145
1710	přihláška vynálezu	145
1711	chci přihlásit patent	145
1712	chci zaregistrovat patent	145
1713	části přihlášky vynálezu	145
1714	části přihlášky patentu	145
1715	požadavky přihlášky vynálezu	145
1716	náležitosti přihlášky vynálezu	145
1717	požadavky přihlášky patentu	145
1718	náležitosti přihlášky patentu	145
1719	žádost o udělení patentu	145
1720	formulář žádosti o udělení patentu	145
1721	popis vynálezu v přihlášce	146
1722	Co má být uvedeno v patentových nárocích žádosti?	146
1723	patentové nároky	146
1724	název patentu	146
1725	vymezení patentu	146
1726	vynálezecká myšlenka	146
1727	anotace v přihlášce vynálezu	146
1728	anotace v přihlášce patentu	146
1729	přílohy žádosti o udělení patentu	146
1730	podlohy žádosti o udělení patentu	146
1731	Co je to právo přednosti u patentu?	147
1732	Co je to priorita u patentu?	147
1733	Kde najdu podrobnější informace o požadavcích na přihlášku vynálezu?	148
1734	Kdo může podat přihlášku vynálezu ?	149
1735	Kdo je oprávněn podat přihlášku vynálezu ?	149
1736	Kdo může podat přihlášku patentu?	149
1737	Kdo je oprávněn podat přihlášku patentu?	149
1738	Může právnická osoba podat přihlášku vynálezu ?	149
1739	Může právnická osoba podat přihlášku patentu?	149
1740	zkoumání přihlášky vynálezu	150
1741	připomínky k patentovatelnosti	151
1742	připomínky k přihlášce patentu	151
1743	připomínky k k patentu	151
1744	Jak může být patent zrušen?	152
1745	podmínky pro zrušení patentu	152
1746	návrh na zrušení patentu	152
1747	Jak je možné zrušit patent?	152
1748	Jak lze zrušit patent?	152
1749	Jak můžu zrušit patent?	152
1750	Jak mohu zrušit patent?	152
1751	jak bych mohl nechat zrušit patent?	152
1752	pomoc s návrhem na zrušení patentu	153
1753	zastoupení s návrhem na zrušení patentu	153
1754	Kolik stojí podání návrhu na zrušení patentu?	154
1755	Kolik stojí podání žádosti na zrušení patentu?	154
1756	důsledky zrušení patentu	155
1757	následky zrušení patentu	155
1758	účinky zrušení patentu	155
1759	důsledky  výmazu patentu	155
1760	následky  výmazu patentu	155
1761	účinky výmazu patentu	155
1762	částečné zrušení patentu	155
1763	částečný výmaz patentu	155
1764	zrušení patentu v plném rozsahu	155
1765	výmaz patentu v plném rozsahu	155
1766	úplné zrušení patentu	155
1767	úplné výmaz patentu	155
1768	formulář pro výmaz patentu	155
1769	formulář pro zrušení patentu	155
1770	Je možné zrušit patent částečně?	155
1771	důkazy na výmaz patentu	155
1772	důkazy na zrušení patentu	155
1773	národní databáze průmyslových práv	156
1774	česká databáze průmyslových práv	156
1775	tuzemská databáze průmyslových práv	156
1776	Jaké národní databáze jsou k dispozici?	156
1777	informativní rešerše	156
1778	odkazy na národní databáze	156
1779	odkazy na české databáze	156
1780	bezplatná rešerše	156
1781	rešerše zdarma	156
1782	rešerše napříč všemi druhy průmyslových práv	156
1783	národní průmyslověprávní databáze	156
1784	odkazy na mezinárodní databáze	157
1785	odkazy na zahraniční databáze	157
1786	mezinárodní databáze	157
1787	zahraniční databáze	157
1788	volně dostupné mezinárodní databáze	157
1789	volně dostupné zahraniční databáze	157
1790	mezinárodní databáze na internetu	157
1791	zahraniční databáze na internetu	157
1792	Jaké online mezinárodní databáze jsou dostupné na internetu a kde je mohu najít?	157
1793	Jaké online zahraniční databáze jsou dostupné na internetu a kde je mohu najít?	157
1794	Jaký je odkaz na mezinárodní online databáze, které jsou volně dostupné na internetu?	157
1795	Jaký je odkaz na zahraniční online databáze, které jsou volně dostupné na internetu?	157
1796	Rozhodnutí Evropského soudního dvora	157
1797	Jaké třídící systémy se využívají při rešerších?	158
1798	třídící systémy	158
1799	třídění	158
1800	třídící systémy pro rešerše	158
1801	mezinárodní třídění	158
1802	mezinárodní třídící systémy	158
1803	nicejské třídění	158
1804	niceské třídění	158
1805	nyceské třídění	158
1806	locarnské třídění	158
1807	locarnský třídicí systém	158
1808	sysmém locarno	158
1809	systém lokarno	158
1810	lokarnské třídění	158
1811	odkaz na třídníky	158
1812	mezinárodní patentové třídění	158
1813	mezinárodní třídění průmyslových vzorů	158
1814	Mezinárodní třídění výrobků a služeb	158
1815	Vídeňské Mezinárodní třídění	158
1816	Mezinárodní třídění výrobků a služeb	158
1817	Vídeňské Mezinárodní třídění	158
1818	Nabídka licence k patentu	159
1819	Nabídka licence k evropskému patentu	159
1820	Jak nabídnout licenci k patentu	159
1821	chci nabídnout licenci k patentu	159
1822	rád bych nabídnout licenci k patentu	159
1823	chtěl bych nabídnout licenci k patentu	159
1824	jak můžu nabídnout licenci k patentu	159
1825	jak mohu nabídnout licenci k patentu	159
1826	co když chci nabídnout licenci k patentu	159
1827	Zápis licence k patentu	160
1828	Zápis licence k evropskému patentu	160
1829	Jak zapsat licenci k patentu	160
1830	Chci zapsat licenci k patentu	160
1831	rád bych zapsat licenci k patentu	160
1832	chtěl bych zapsat licenci k patentu	160
1833	jak můžu zapsat licenci k patentu	160
1834	jak mohu zapsat licenci k patentu	160
1835	co když chci zapsat licenci k patentu	160
1836	Zápis licence k užitnému vzoru	160
1837	Jak zapsat licenci užitnému vzoru	160
1838	Chci zapsat licenci užitnému vzoru	160
1839	rád bych zapsat licenci užitnému vzoru	160
1840	chtěl bych zapsat licenci užitnému vzoru	160
1841	jak můžu zapsat licenci užitnému vzoru	160
1842	jak mohu zapsat licenci užitnému vzoru	160
1843	co když chci zapsat licenci užitnému vzoru	160
1844	Zápis licence k průmyslovému vzoru	160
1845	Jak zapsat licenci k průmyslovému vzoru	160
1846	Chci zapsat licenci k průmyslovému vzoru	160
1847	rád bych zapsat licenci k průmyslovému vzoru	160
1848	chtěl bych zapsat licenci k průmyslovému vzoru	160
1849	jak můžu zapsat licenci k průmyslovému vzoru	160
1850	jak mohu zapsat licenci k průmyslovému vzoru	160
1851	co když chci zapsat licenci k průmyslovému vzoru	160
1852	Zápis licence k ochranné známce	160
1853	Jak zapsat licenci k ochranné známce	160
1854	Chci zapsat licenci k ochranné známce	160
1855	rád bych zapsat licenci k ochranné známce	160
1856	chtěl bych zapsat licenci k ochranné známce	160
1857	jak můžu zapsat licenci k ochranné známce	160
1858	jak mohu zapsat licenci k ochranné známce	160
1859	co když chci zapsat licenci k ochranné známce	160
1860	Udělení nucené licence patenty	161
1861	Udělení nucené licence užitné vzory	161
1862	Udělení nucené licence topografie	161
1863	nucená licence	161
1864	jak na nucenou licenci	161
1865	Obrana při podání návrhu na prohlášení neplatnosti ochranné známky	162
1866	Jak se bránit proti návrhu na prohlášení neplatnosti ochranné známky	162
1867	Chci se bránit proti návrhu na prohlášení neplatnosti ochranné známky	162
1868	Jak se mám bránit proti návrhu na prohlášení neplatnosti ochranné známky	162
1869	Obrana při podání návrhu na zrušení ochranné známky	162
1870	Jak se bránit proti návrhu na zrušení ochranné známky	162
1871	Chci se bránit proti návrhu na zrušení ochranné známky	162
1872	Jak se mám bránit proti návrhu na zrušení ochranné známky	162
1873	Obrana při podání připomínek k zápisu ochranné známky	162
1874	Jak se bránit proti připomínkám k zápisu ochranné známky	162
1875	Chci se bránit proti připomínkám k zápisu ochranné známky	162
1876	Jak se mám bránit proti připomínkám k zápisu ochranné známky	162
1877	Obrana při podání námitek proti zápisu ochranné známky	163
1878	Obrana při podání námitek k zápisu ochranné známky	163
1879	Jak se bránit proti námitek proti zápisu ochranné známky	163
1880	Chci se bránit proti námitek proti zápisu ochranné známky	163
1881	Jak se mám bránit proti námitek proti zápisu ochranné známky	163
1882	Jak se bránit proti námitek k zápisu ochranné známky	163
1883	Chci se bránit proti námitek k zápisu ochranné známky	163
1884	Jak se mám bránit proti námitek k zápisu ochranné známky	163
1885	Obrana při podání návrhu na zrušení označení původu	164
1886	Obrana při podání návrhu na zrušení zeměpisného označení	164
1887	Jak se bránit proti návrhu na zrušení označení původu	164
1888	Chci se bránit proti návrhu na zrušení označení původu	164
1889	Jak se mám bránit proti návrhu na zrušení označení původu	164
1890	Jak se bránit proti návrhu na zrušení zeměpisného označení	164
1891	Chci se bránit proti návrhu na zrušení zeměpisného označení	164
1892	Jak se mám bránit proti návrhu na zrušení zeměpisného označení	164
1893	Omezení seznamu výrobků či služeb u ochranné známky	165
1894	Jak omezit seznam výrobků či služeb u ochranné známky	165
1895	Jak mám omezit seznam výrobků či služeb u ochranné známky	165
1896	Jak můžu omezit seznam výrobků či služeb u ochranné známky	165
1897	Prodloužení patentové ochrany dodatkovým ochranným osvědčením	166
1898	prodloužení patentové ochrany prostřednictvím SPC	166
1899	Jak prodloužit patentovou ochranu dodatkovým ochranným osvědčením	166
1900	chci prodloužit patentovou ochranu dodatkovým ochranným osvědčením	166
1901	Jak prodloužit patentovou ochranu prostřednictvím SPC	166
1902	chci prodloužit patentovou ochranu prostřednictvím SPC	166
1903	Změna evropské patentové přihlášky na národní přihlášku	167
1904	Přeměna evropské patentové přihlášky na národní přihlášku	167
1905	Jak změním evropské patentové přihlášky na národní přihlášku	167
1906	Jak můžu změnit evropské patentové přihlášky na národní přihlášku	167
1907	Jak lze změnit evropské patentové přihlášky na národní přihlášku	167
1908	Jak změním evropské patentové přihlášky na národní přihlášku	167
1909	Připomínky k patentovatelnosti	168
1910	Rozdělení ochranné známky	169
1911	Řízení před Úřadem průmyslového vlastnictví o mezinárodní ochranné známce s vyznačením ČR	169
1912	Udržování dodatkového ochranného osvědčení v platnosti	170
1913	udržet dodatkové ochranné osvědčení v platosti	170
1914	Udržování SPC v platnosti	170
1915	Vzdání se dodatkového ochranného osvědčení SPC	171
1916	Vzdát se dodatkového ochranného osvědčení SPC	171
1917	Vzdání se SPC	171
1918	Vzdát se SPC	171
1919	Vzdání se patentu	171
1920	Vzdát se patentu	171
1921	Vzdání se práv k ochranné známce v rozsahu některých výrobků či služeb	172
1922	Vzdát se práv k ochranné známce v rozsahu některých výrobků či služeb	172
1923	Vzdání se práva k evropskému patentu	173
1924	Vzdát se práva k evropskému patentu	173
1925	Vzdání se průmyslového vzoru	174
1926	Vzdát se průmyslového vzoru	174
1927	Zápis převodu ochranné známky	175
1928	Zápis převodu patentu	176
1929	Zápis převodu evropského patentu	176
1930	Zápis převodu SPC	176
1931	Zápis převodu přihlášky vynálezu	176
1932	Zápis převodu dodatkového ochranného osvědčení	176
1933	Zápis převodu průmyslového vzoru	177
1934	Zápis zástavy k patentu,	178
1935	Zápis zástavy k evropskému patentu	178
1936	Zápis zástavy k SPC	178
1937	Zápis zástavy k přihlášce vynálezu	178
1938	Zápis zástavy k dodatkovému ochrannému osvědčení	178
1939	Zápis zástavy k průmyslovému vzoru	179
1940	Zápis zástavy ochranné známky	180
1941	Zápis zástupce k patentu	181
1942	Zápis zástupce evropskému patentu	181
1943	Zápis zástupce SPC	181
1944	Zápis zástupce přihlášce vynálezu	181
1945	Zápis zástupce k průmyslovému vzoru	181
1946	Zápis zástupce dodatkovému ochrannému osvědčení	181
1947	Změna specifikace označení původu v rejstříku Evropské unie	182
1948	Změna specifikace zeměpisného označení v rejstříku Evropské unie	182
1949	Změna specifikace označení původu v rejstříku EU	182
1950	Změna specifikace zeměpisného označení v rejstříku EU	182
1951	Změna v mezinárodním zápisu ochranné známky provedená v rejstříku Mezinárodního úřadu WIPO	183
1952	Změny údajů v rejstříku patentů	184
1953	Změny údajů v rejstříku evropských patentů	184
1954	Změny údajů v rejstříku průmyslových vzorů	184
1955	Změny údajů v rejstříku ochranných známek	184
1956	Změny v zápisu mezinárodní ochranné známky provedené pouze u Úřadu průmyslového vlastnictví	185
1957	Zveřejnění opraveného překladu evropského patentového spisu	186
1958	pravený překlad evropského patentového spisu	186
1959	Zveřejnění opraveného překladu nároků evropské patentové přihlášky	187
1960	opravený překlad nároků evropské patentové přihlášky	187
1961	Zveřejnění překladu evropského patentového spisu	188
1962	překlad evropského patentového spisu	188
1963	validace evropského patentu	188
1964	Zveřejnění překladu nároků evropské patentové přihlášky	189
1965	překlad nároků evropské patentové přihlášky	189
1966	Žádost o opravu – ochranné známky	190
1967	Žádost o opravu – patenty	190
1968	Žádost o opravu - užitné vzory	190
1969	Žádost o opravu - topografie	190
1970	Žádost o opravu - topografie polovodičových výrobků	190
1971	Žádost o opravu – průmyslové vzory	190
1972	Celní správa České republiky a ochrana práv duševního vlastnictví	191
1973	Jak celní správa České republiky chrání duševní vlastnictví?	192
1974	Jakým způsobem celní správa České republiky chrání duševní vlastnictví?	192
1975	Jak celní správa České republiky ochraňuje duševní vlastnictví?	192
1976	Jakým způsobem celní správa České republiky ochraňuje duševní vlastnictví?	192
1977	Jak celní správa České republiky poskytuje ochranu duševní vlastnictví?	192
1978	Jakým způsobem celní správa České republiky poskytuje ochranu duševní vlastnictví?	192
1979	Jak celní správa České republiky chrání  duševního vlastnictví?	192
1980	Jakým způsobem celní správa České republiky chrání  duševního vlastnictví?	192
1981	Jak celní správa České republiky ochraňuje duševního vlastnictví?	192
1982	Jakým způsobem celní správa České republiky ochraňuje duševního vlastnictví?	192
1983	Jak celní správa České republiky poskytuje ochranu duševního vlastnictví?	192
1984	Jakým způsobem celní správa České republiky poskytuje ochranu duševního vlastnictví?	192
1985	zásahy celní správy České republiky ve vztahu k ochraně duševního vlastnictví	193
1986	Celni správa a monitoring internetu	194
1987	Celni správa a monitoring internetového prostředí	194
1988	Kontakty na Celní správu České republiky ve vztahu k ochraně duševního vlastnictví	195
1989	kde najdu kontakty na Celní správu České republiky ve vztahu k ochraně duševního vlastnictví	195
1990	řekni mi kde jsou kontakty na Celní správu České republiky ve vztahu k ochraně duševního vlastnictví	195
1991	Kontakty na Celní správu České republiky kvůli ochraně duševního vlastnictví	195
1992	kde najdu kontakty na Celní správu České republiky kvůli ochraně duševního vlastnictví	195
1993	řekni mi kde jsou kontakty na Celní správu České republiky kvůli ochraně duševního vlastnictví	195
1994	Žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	196
1995	Kde najdu žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	196
1996	Žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	196
1997	Kde najdu žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	196
1998	Kam podat žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	197
1999	Komu se podává žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	197
2000	Kam podat žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	197
2001	Komu se podává žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	197
2002	Kdo je oprávněný podat žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	198
2003	Kdo může podat žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	198
2004	Kdo je oprávněný podat žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	198
2005	Kdo může podat žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	198
2006	Žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	199
2007	Kde najdu žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	199
2008	Žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	199
2009	Kde najdu žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	199
2010	Kam podat žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	200
2011	Komu se podává žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	200
2012	Kam podat žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	200
2013	Komu se podává žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	200
2014	Kdo je oprávněný podat žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	201
2015	Kdo může podat žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	201
2016	Kdo je oprávněný podat žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	201
2017	Kdo může podat žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	201
2018	Co je všeobecně známá známka	202
2019	co znamená všeobecně známá známka	202
2020	jak definovat všeobecně známá známka	202
2021	Co je duševní vlastnictví	203
2022	co známená duševní vlastnictví	203
2023	co představuje duševní vlastnictví	203
2024	Definice duševní vlastnictví	203
2025	Jak definovat duševní vlastnictví	203
2026	Co je ochranná známka s dobrým jménem	204
2027	Co je ochranná známka s dobrou pověsti	204
2028	Co je ochranná známka s renomé	204
2029	Co je místní dosah nezapsaného či jiného označení	205
2030	Co znamená místní dosah nezapsaného či jiného označení	205
2031	Co je řádné užívání ochranné známky	206
2032	co znamená řádné užívání ochranné známky	206
2033	definice řádné užívání ochranné známky	206
2034	jak definovat řádné užívání ochranné známky	206
2035	Co je prezidiální plná moc	207
2036	jakým způsobem je u Úřadu evidována prezidiální plná moc	207
2037	Můžu zaregistrovat název webu jako ochrannou známku	208
2038	mohu zaregistrovat název webu jako ochrannou známku	208
2039	je možné zaregistrovat název webu jako ochrannou známku	208
2040	Můžu zaregistrovat název webových stránek jako ochrannou známku	208
2041	mohu zaregistrovat název webových stránek jako ochrannou známku	208
2042	je možné zaregistrovat název webových stránek jako ochrannou známku	208
2043	Je možná změna znění nebo vzhledu zapsané ochranné známky	209
2044	Můžu zaregistrovat logo jako ochrannou známku	210
2045	mohu zaregistrovat logo jako ochrannou známku	210
2046	je možné zaregistrovat logo jako ochrannou známku	210
2047	Kolik stojí za registraci ochranné známky	211
2048	cena za za registraci ochranné známky	211
2049	poplatek za za registraci ochranné známky	211
2050	poplatek za registraci ochranné známky	211
2051	Kolik stojí za přihlášení ochranné známky	211
2052	cena za za přihlášení ochranné známky	211
2053	poplatek za za přihlášení ochranné známky	211
2054	poplatek za přihlášení ochranné známky	211
