	question	answer
369	Jak ověřím aktuální právní stav zeměpisných označení	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
370	Kde najdu informace o patentu	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
371	Kde najdu informace o ochranné známce	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
372	Kde najdu informace o ochranných známkých	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
373	Kde najdu informace o průmyslových vzorech	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
374	Kde najdu informace o užitných vzorech	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
375	Kde najdu informace o označení původu	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
376	Kde najdu informace o zeměpisném označení	"Informace o aktuálním právním stavu na území ČR lze získat zdarma v databázích na stránkách Úřadu nebo požádáním o rešerši na právní stav - jedná se o placenou službu. V případě průmyslových práv přihlašovaných v zahraničí lze některé informace nalézt ve volně dostupných databázích příslušných národních úřadů. Odkazy na zahraniční databáze najdete v detailnějším přehledu databází k jednotlivým průmyslovým právům na webu Úřadu. Závazné informace o právním stavu poskytují příslušné národní patentové a známkové úřady.

Úřad na základě žádosti poskytuje oficiální výpisy z jím vedených rejstříků patentů, užitných vzorů, průmyslových vzorů, ochranných známek a označení původu (zeměpisných označení). Vydání stejnopisu, opisu, výpisu z rejstříku, spisů, úředních listin a záznamů je za každou i započatou stránku zpoplatněno dle Zákona o správních poplatcích částkou 100 Kč.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://upv.gov.cz/informacni-zdroje. Zahraniční databáze zde: https://upv.gov.cz/informacni-zdroje/zahranicni-databaze-. Rešeršní služby zde https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Národní patentové a známkové úřady zde: https://upv.gov.cz/informacni-zdroje/instituce/zahranicni"
377	Rešerše v databázi ochranných známek	"Rešerši v databázi ochranných známek platných v České republice lze provést samostatně a zdarma na webových stránkách Úřadu. Po otevření databáze zadáte dotaz do příslušného vyhledávacího pole. Vyhledávat lze podle čísla přihlášky, čísla zápisu, znění ochranné známky, vlastníka nebo přihlašovatele a dalších údajů. Příklady vyhledávání pro jednotlivá vyhledávací pole lze nalézt v nápovědě. 

Kliknutím na ikonu lupy se zobrazí detailní výpis ochranné známky. Výpis obsahuje bibliografická data o ochranných známkách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků, údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
378	Jak uskutečnit rešerši v databázi ochranných známek	"Rešerši v databázi ochranných známek platných v České republice lze provést samostatně a zdarma na webových stránkách Úřadu. Po otevření databáze zadáte dotaz do příslušného vyhledávacího pole. Vyhledávat lze podle čísla přihlášky, čísla zápisu, znění ochranné známky, vlastníka nebo přihlašovatele a dalších údajů. Příklady vyhledávání pro jednotlivá vyhledávací pole lze nalézt v nápovědě. 

Kliknutím na ikonu lupy se zobrazí detailní výpis ochranné známky. Výpis obsahuje bibliografická data o ochranných známkách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků, údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
379	Jak vyhledávat data v databázi ochranných známek	"Rešerši v databázi ochranných známek platných v České republice lze provést samostatně a zdarma na webových stránkách Úřadu. Po otevření databáze zadáte dotaz do příslušného vyhledávacího pole. Vyhledávat lze podle čísla přihlášky, čísla zápisu, znění ochranné známky, vlastníka nebo přihlašovatele a dalších údajů. Příklady vyhledávání pro jednotlivá vyhledávací pole lze nalézt v nápovědě. 

Kliknutím na ikonu lupy se zobrazí detailní výpis ochranné známky. Výpis obsahuje bibliografická data o ochranných známkách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků, údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
380	Vyhledávání dat v databázi ochranných známek	"Rešerši v databázi ochranných známek platných v České republice lze provést samostatně a zdarma na webových stránkách Úřadu. Po otevření databáze zadáte dotaz do příslušného vyhledávacího pole. Vyhledávat lze podle čísla přihlášky, čísla zápisu, znění ochranné známky, vlastníka nebo přihlašovatele a dalších údajů. Příklady vyhledávání pro jednotlivá vyhledávací pole lze nalézt v nápovědě. 

Kliknutím na ikonu lupy se zobrazí detailní výpis ochranné známky. Výpis obsahuje bibliografická data o ochranných známkách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků, údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
381	Vyhledávání informací v databázi ochranných známek	"Rešerši v databázi ochranných známek platných v České republice lze provést samostatně a zdarma na webových stránkách Úřadu. Po otevření databáze zadáte dotaz do příslušného vyhledávacího pole. Vyhledávat lze podle čísla přihlášky, čísla zápisu, znění ochranné známky, vlastníka nebo přihlašovatele a dalších údajů. Příklady vyhledávání pro jednotlivá vyhledávací pole lze nalézt v nápovědě. 

Kliknutím na ikonu lupy se zobrazí detailní výpis ochranné známky. Výpis obsahuje bibliografická data o ochranných známkách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků, údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
382	Kde najdu databázi ochranných známek	"Rešerši v databázi ochranných známek platných v České republice lze provést samostatně a zdarma na webových stránkách Úřadu. Po otevření databáze zadáte dotaz do příslušného vyhledávacího pole. Vyhledávat lze podle čísla přihlášky, čísla zápisu, znění ochranné známky, vlastníka nebo přihlašovatele a dalších údajů. Příklady vyhledávání pro jednotlivá vyhledávací pole lze nalézt v nápovědě. 

Kliknutím na ikonu lupy se zobrazí detailní výpis ochranné známky. Výpis obsahuje bibliografická data o ochranných známkách, seznam výrobků a služeb, informace o právním stavu, přehled položek řízení, výpis z rejstříku Úřadu, informace o převodech a změnách vlastníků, údaje o publikaci ve Věstníku Úřadu.

Více na https://upv.gov.cz/informacni-zdroje. Databáze zde: https://isdv.upv.cz/webapp/!resdb.oza.frm. Věstník zde: https://isdv.upv.cz/webapp/resdb.vestnik.seznam"
383	Přínos rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
384	vhodnost rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
385	výhody rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
386	Přínos průmyslověprávní rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
387	vhodnost průmyslověprávní rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
388	výhody průmyslověprávní rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
389	Jaké výhody získám z průmyslověprávní rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
390	Proč udělat průmyslověprávní rešerši	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
391	Proč uskutečnit objednat průmyslověprávní rešerši	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
392	Co jako firma získám při provedení průmyslověprávní rešerše	"Před podáním přihlášky každého průmyslového práva (ochranná známka, vynález, užitný či průmyslový vzor, zeměpisné označení či označení původu) je vhodné si ověřit, zda předmět průmyslového práva již není registrován na jiného vlastníka či majitele, tak aby firma předešla případným právním sporům při jeho užití a aby energie a finanční prostředky vynaložila účelně.

Rešerše je vhodné provést vždy před zahájením nového výrobního programu či projektu, jehož výsledkem bude inovace stávajícího výrobku či nastavení dalšího směřování vývoje firmy. Na základě výsledku rešerše je možné se rozhodnout, zda není vhodnější uzavřít licenční smlouvu na předmětné průmyslové právo a ověřit si jeho platnost.

Dále je vhodné provést rešerši před zahájením nového výzkumu, a to pak i v jeho průběhu, aby měl zadavatel k dispozici nejnovější informace v dané oblasti.

Provedení rešerše může firmě pomoci i v případě, že bude upozorněna, že porušuje právo jiného subjektu nebo také ke zjištění, jakým směrem se ubírá její konkurence.

Úřad průmyslového vlastnictví v rámci zvyšování konkurenceschopnosti českých firem nabízí monitoring stavu techniky - pravidelné zasílání nových patentů z určité oblasti techniky. 

Rešeršní služby zde: https://upv.gov.cz/sluzby/informacni-sluzby/resersni-sluzby. Více na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. Monitoring stavu techniky zde: https://upv.gov.cz/sluzby/informacni-sluzby/sledovani-stavu-techniky"
