	question	answer
1777	Může právnická osoba podat přihlášku patentu ?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1778	Může právnická osoba podat přihlášku vynálezu?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1779	formulář podání patentu	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1780	formulář přihlášky patentu	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1781	formulář podání  vynálezu	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1782	formulář přihlášky vynálezu	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1783	sleva na správní poplatek při elektronickém podání přihlášky patentu	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1784	sleva na správní poplatek při elektronickém podání přihlášky vynálezu	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1785	Je možné podat přihlášku patentu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1786	Můžu podat přihlášku patentu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1787	Mohu podat přihlášku patentu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1788	Jde podat přihlášku patentu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1789	Je možné podat přihlášku vynálezu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1790	Můžu podat přihlášku vynálezu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1791	Mohu podat přihlášku vynálezu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1792	Jde podat přihlášku vynálezu do datové schránky?	Přihlášku vynálezu je možné podat v elektronické podobě se zaručeným elektronickým podpisem, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete .  Přihlášku může podat původce vynálezu nebo jeho právní nástupce. Nástupcem může být fyzická i právnická osoba. Elektronicky vyplnitelné formuláře k onlajn podání je výhodné podat do datové schránky či využít ověřený elektronický podpis. Další informace naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Formuláře bez možnosti onlajn podání lze podat osobně na podatelně nebo zaslat poštou, naleznete je zde.  Faxové či elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1793	pomoc pro přihlášku patentu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1794	odborné zastoupení pro přihlášku patentu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1795	pomoc pro podání přihlášky patentu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1796	odborné zastoupení pro podání přihlášky patentu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1797	pomoc pro přihlášku  vynálezu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1798	odborné zastoupení pro přihlášku  vynálezu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1799	pomoc pro podání přihlášky vynálezu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1800	odborné zastoupení pro podání přihlášky vynálezu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1801	Existují advokátní kanceláře, které se zabývají patenty ?	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1802	Existují advokátní kanceláře, které se zabývají vynálezy?	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1803	právní zastoupení pro žadatele o patentu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1804	právní zastoupení pro přihlášku patentu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1805	právní zastoupení pro podání přihlášky patentu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1806	právní zastoupení pro žadatele o  vynálezu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1807	právní zastoupení pro přihlášku  vynálezu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1808	právní zastoupení pro podání přihlášky vynálezu	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1809	Kdo mě může zastupovat při podávání přihlášky patentu ?	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
1810	Kdo mi může pomoci při podávání přihlášky patentu ?	Příprava a zpracování přihlášek k předmětům průmyslové ochrany předpokládá specifické znalosti a zkušenosti. Především v případě přihlášek vynálezů se doporučuje, aby byly zpracovány odborníkem, neboť nesprávně zpracované přihlášky vynálezu a zejména pak nesprávně formulované patentové nároky mohou mít pro přihlašovatele negativní následky, zejména pokud jde o získaný rozsah ochrany. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory. Základní informace spojené s problematikou ochrany technických řešení či s řízením o přihláškách vynálezů a užitných vzorů Vám mohou poskytnout pracovníci informačního střediska Úřadu.
